first_name,last_name,id_number,employment_start_date,monthly_salary,department,multisport
Edward,majewski ,ma/554833/2012,2012-10-06  ,5380.8 złotych,MARKETING,False
Paweł  ,Zieliński,SP/353184/2012,,3393.0 ZŁ  ,SPRZEDAŻ,false
tadeusz,Wysocki,MA/787549/2017,,3708.8 zł,MARKETING,False
Ludwika,WALCZAK,lo/550090/2014,2014-07-18,3386.61 pln,LOGISTYKA,nie ma
Mirosław,Kwiatkowski,SP/413592/2015,2015/03/25,5469.254999999999 PLN,SPRZEDAŻ,Tak
Halina,Szewczyk,KA/234730/2013,2013-09-21,4185.0 zł,KADRY,Fałsz
Bogusław,Mazur,ks/613229/2015,2015-05-14,5091.2 PLN,KSIĘGOWOŚĆ,NIE
Wojciech,Głowacki,KS_243333_2013,2013/04/24,6853.8 zł,KSIĘGOWOŚĆ,
Bogdan,Wieczorek,KA.641465.2015   ,2015-07-03,5234.35 złotych,KADRY,NIE
Maciej,Wasilewski,LO/748645/2018,2018-02-07T00:00:00,3699.1350000000007 PLN,LOGISTYKA,Prawda
Grzegorz,Kaźmierczak,SP/151087/2012,2012-08-17,"4 886,700000000001 pln",SPRZEDAŻ  ,nie
Adam,Kwiatkowski,KS/753062/2010,2010-04-20T00:00:00,5428.72 złotych,KSIĘGOWOŚĆ,ma
Lech,Bąk,IT_263982_2016,2016-06-17 ,"5 667,5 pln",IT,nie ma
Ludwik,Kozłowski,OC.863409.2009,2009-08-13T00:00:00,"2 898,61 PLN",OCHRONA,NIE MA
Jarosław,Majewski,oc/844927/2015,2015/05/14,2483.8 pln,OCHRONA,
Krzysztof,jabłoński,MA/602782/2011,2011/02/14,"4 067,2000000000003 złotych",MARKETING,False
Waldemar,Wróblewski ,sp/610615/2009,,4581.6 PLN,SPRZEDAŻ ,NIE MA
ewa,Nowak,LO/213776/2009,2009-10-02,4572.450000000001 złotych,LOGISTYKA,Fałsz
Tomasz,Dąbrowski,KS/903786/2012,2012-11-25,4290.0 złotych,KSIĘGOWOŚĆ,NIE MA
Wioletta,Michalak,oc/758003/2010 ,2010-06-09,2901.8 PLN,OCHRONA,False
andrzej,Krupa,lo/822670/2014,2014/02/18,"3 923,1000000000004 PLN",LOGISTYKA,nie
Leszek,Wieczorek,LO/161243/2011,2011-10-22,3837.6855000000005 zł ,LOGISTYKA,True
gertruda,Rutkowska ,KS/562285/2015,2015-07-03T00:00:00,6244.0 PLN,KSIĘGOWOŚĆ,0
Sylwester,Szczepański ,sp/920524/2010,2010-04-20,"5 080,5 pln",SPRZEDAŻ,Fałsz
Mariola,Jaworska,OC/481383/2018,,3029.84 zł,OCHRONA,Tak
Bronisław,Woźniak,LO/116160/2013 ,,2982.96 pln,LOGISTYKA,Nie
Paweł,pietrzak,MA/732529/2015,2015-03-25T00:00:00,4782.624000000001 pln,MARKETING,Tak
